source_type,identifier,status_current,file,line,english,current_chinese,desired_chinese,notes
inline_ternary,app/frontend/src/components/AppLayout.tsx:841:inline_ternary,translated,app/frontend/src/components/AppLayout.tsx,841,Confirm project deletion,确认删除项目,确认删除项目,
inline_ternary,app/frontend/src/components/AppLayout.tsx:843:inline_ternary,translated,app/frontend/src/components/AppLayout.tsx,843,"You are about to delete project ""${activeProject.title}"". This action cannot be undone.",你将删除项目“${activeProject.title}”。该操作不可撤销，请确认。,你将删除项目“${activeProject.title}”。该操作不可撤销，请确认。,
inline_ternary,app/frontend/src/components/AppLayout.tsx:850:inline_ternary,translated,app/frontend/src/components/AppLayout.tsx,850,Cancel,取消,取消,
inline_ternary,app/frontend/src/components/AppLayout.tsx:859:inline_ternary,translated,app/frontend/src/components/AppLayout.tsx,859,Deleting...,删除中...,删除中...,
inline_ternary,app/frontend/src/components/AppLayout.tsx:859:inline_ternary,translated,app/frontend/src/components/AppLayout.tsx,859,Delete,确认删除,确认删除,
inline_ternary,app/frontend/src/components/AppLayout.tsx:877:inline_ternary,translated,app/frontend/src/components/AppLayout.tsx,877,AI Assistant: Sisyphus,AI助手：西西,AI助手：西西,
inline_ternary,app/frontend/src/components/AppLayout.tsx:922:inline_ternary,translated,app/frontend/src/components/AppLayout.tsx,922,Type your question...,输入你的问题...,输入你的问题...,
inline_ternary,app/frontend/src/components/AppLayout.tsx:957:inline_ternary,translated,app/frontend/src/components/AppLayout.tsx,957,AI Assistant: Sisyphus,AI助手：西西,AI助手：西西,
english_only_literal,app/frontend/src/components/pdf/PdfViewer.tsx:150:literal,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,150,PDF Viewer,,,hardcoded english literal
english_only_literal,app/frontend/src/components/pdf/PdfViewer.tsx:467:literal,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,467,Highlight saved,,,hardcoded english literal
english_only_literal,app/frontend/src/components/pdf/PdfViewer.tsx:472:literal,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,472,Save failed,,,hardcoded english literal
english_only_literal,app/frontend/src/components/pdf/PdfViewer.tsx:664:literal,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,664,Keyword saved,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1064:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1064,Loading PDF...,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1163:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1163,Add New Keyword,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1164:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1164,Save highlighted text as a keyword,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1170:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1170,Selected text,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/pdf/PdfViewer.tsx:1181:literal,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1181,Enter keyword name...,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1188:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1188,Description,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/pdf/PdfViewer.tsx:1192:literal,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1192,"What does this keyword mean in your research context? Add details, definitions, or notes...",,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1200:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1200,Category,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1206:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1206,Concept,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1207:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1207,Construct,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1208:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1208,Theory,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1209:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1209,Framework,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1210:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1210,Method,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1211:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1211,Variable,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1212:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1212,Other,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1217:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1217,Color,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1241:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1241,Source Paper,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/pdf/PdfViewer.tsx:1255:jsx,untranslated,app/frontend/src/components/pdf/PdfViewer.tsx,1255,Preview,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/ProtectedAdminRoute.tsx:24:jsx,untranslated,app/frontend/src/components/ProtectedAdminRoute.tsx,24,Verifying permissions...,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/ProtectedRoute.tsx:22:jsx,untranslated,app/frontend/src/components/ProtectedRoute.tsx,22,Checking login status...,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/ProtectedRoute.tsx:36:jsx,untranslated,app/frontend/src/components/ProtectedRoute.tsx,36,Login Required,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/LiteratureNoteForm.tsx:43:literal,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,43,Title is required (Author-Year).,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/LiteratureNoteForm.tsx:88:jsx,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,88,Literature Note,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/LiteratureNoteForm.tsx:98:jsx,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,98,Auto-quoted selection,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/LiteratureNoteForm.tsx:105:jsx,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,105,Title (Author-Year),,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/LiteratureNoteForm.tsx:108:literal,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,108,"e.g., Smith-2021",,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/LiteratureNoteForm.tsx:116:jsx,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,116,Page Number,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/LiteratureNoteForm.tsx:119:literal,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,119,"e.g., 42",,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/LiteratureNoteForm.tsx:126:jsx,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,126,Keywords,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/LiteratureNoteForm.tsx:129:literal,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,129,Type keyword and press Enter,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/LiteratureNoteForm.tsx:136:jsx,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,136,Content Gist,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/LiteratureNoteForm.tsx:140:literal,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,140,Summarize why this passage matters in your own words.,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/LiteratureNoteForm.tsx:150:jsx,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,150,Original Quote,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/LiteratureNoteForm.tsx:154:literal,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,154,Paste exact quotation from the source.,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/LiteratureNoteForm.tsx:165:jsx,untranslated,app/frontend/src/components/reading/LiteratureNoteForm.tsx,165,Source Metadata,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/NoteTagInput.tsx:17:literal,untranslated,app/frontend/src/components/reading/NoteTagInput.tsx,17,Type keyword and press Enter,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:295:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,295,Failed to copy the upload error log. You can still select and copy it manually.,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:308:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,308,Failed to copy the preview error log. You can still select and copy it manually.,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:318:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,318,Delete current PDF file from this paper?,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:326:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,326,Failed to delete PDF. Please try again.,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/PaperReadingArea.tsx:345:jsx,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,345,Show paper details,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadingArea.tsx:433:jsx,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,433,PDF upload failed,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadingArea.tsx:457:jsx,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,457,PDF file was lost after backend update,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadingArea.tsx:477:jsx,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,477,PDF preview resolve failed,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:504:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,504,Download PDF,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:514:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,514,Download failed. Please try again.,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:526:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,526,Replace PDF,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:538:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,538,Delete PDF,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:553:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,553,Zoom out,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadingArea.tsx:563:literal,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,563,Zoom in,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/PaperReadingArea.tsx:615:jsx,untranslated,app/frontend/src/components/reading/PaperReadingArea.tsx,615,No PDF Available,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:238:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,238,Loading paper...,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:246:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,246,Paper not found,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:288:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,288,Status:,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:296:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,296,Reading,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:297:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,297,Completed,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:298:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,298,To Read,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:366:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,366,Exit Reading,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:383:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,383,Cancel,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperReadPage.tsx:401:jsx,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,401,AI Assistant: Sisyphus,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/PaperReadPage.tsx:442:literal,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,442,Ask about this paper...,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperReadPage.tsx:468:literal,untranslated,app/frontend/src/components/reading/PaperReadPage.tsx,468,AI Assistant: Sisyphus,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperToolsArea.tsx:537:literal,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,537,Search notes for this paper,,,hardcoded english literal
english_only_literal,app/frontend/src/components/reading/PaperToolsArea.tsx:604:literal,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,604,Search highlights for this paper,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:663:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,663,Read Note,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:679:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,679,Description,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:686:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,686,Keywords,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:697:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,697,Structured Content,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:709:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,709,Content,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:748:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,748,Read Highlight,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:762:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,762,Highlighted Text,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:770:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,770,Attached Note,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:799:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,799,Add Literature Note,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:809:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,809,Add Permanent Note,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:828:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,828,Edit Note,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/PaperToolsArea.tsx:834:literal,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,834,Note title,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:841:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,841,Description,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/PaperToolsArea.tsx:843:literal,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,843,Note description / quote,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:850:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,850,Content / Comment,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/PaperToolsArea.tsx:852:literal,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,852,Your analysis or thoughts,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:860:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,860,Page,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/PaperToolsArea.tsx:863:literal,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,863,Page number,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:870:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,870,Keywords,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/PaperToolsArea.tsx:872:literal,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,872,Comma separated,,,hardcoded english literal
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:880:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,880,Note Type,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:889:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,889,Literature Note,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PaperToolsArea.tsx:890:jsx,untranslated,app/frontend/src/components/reading/PaperToolsArea.tsx,890,Permanent Note,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:36:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,36,Machine Learning in Natural Language Processing,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:37:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,37,Abstract,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:38:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,38,This paper presents a comprehensive study on machine learning in NLP and educational research contexts.,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:40:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,40,"Recent transformer-based architectures demonstrate strong performance improvements in semantic understanding, contextual retrieval, and reasoning-heavy tasks.",,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:41:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,41,Self-regulated learning in technology-enhanced environments remains a promising area for integrating AI support with pedagogical frameworks.,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:43:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,43,Experiments were conducted on a benchmark dataset with cross-validation and ablation analysis to quantify model behavior.,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:45:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,45,"Results indicate better generalization, stronger retrieval precision, and improved explanatory consistency compared with baselines.",,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:47:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,47,Future work should focus on explainability and practical integration in educational workflows.,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:206:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,206,Add Note,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:215:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,215,Translate,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:224:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,224,Explain,,,hardcoded english jsx text
english_only_jsx_text,app/frontend/src/components/reading/PDFHighlightReader.tsx:235:jsx,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,235,Add New Keyword,,,hardcoded english jsx text
english_only_literal,app/frontend/src/components/reading/PDFHighlightReader.tsx:239:literal,untranslated,app/frontend/src/components/reading/PDFHighlightReader.tsx,239,Concept title,,,hardcoded english literal
